Gene	SRR18584972	SRR18584974	SRR18584975	SRR18584976	SRR18584977	SRR18584978	SRR18584979	SRR18584980	SRR18584981	SRR18584982	SRR18584983	SRR18585056	SRR18585057	SRR18585058	SRR18585059	SRR18585061	SRR18585062	SRR18585063	SRR18585064	SRR18585065	SRR18585076	SRR18585077	SRR18585078	SRR18585079	SRR18585105	SRR18585106	SRR18585107	SRR18585109	SRR18585110	SRR18585111	SRR18585112	SRR18585113	SRR18585114	SRR18585115	SRR18585128	SRR18585129	SRR18585131	SRR18585132	SRR18585133	SRR18585134	SRR18585135	SRR18585136	SRR18585137	SRR18585138	SRR18585139	SRR18585140	SRR18585142	SRR18585143	SRR18585144	SRR18585177	SRR18585178	SRR18585179	SRR18585180	SRR18585181	SRR18585182	SRR18585183	SRR18585184	SRR18585212	SRR18585213	SRR18585214	SRR18585215	SRR18585216	SRR18585218	SRR18585219	SRR18585220	SRR18585221	SRR18585222	SRR18585223	SRR18585254	SRR18585256	SRR18585257	SRR18585258	SRR18585259	SRR18585260	SRR18585261	SRR18585272	SRR18585273	
UniRef90_A0A229I4U9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08166	1.23316	0.616221	0	7.849	4.2089	6.26024	0	0
UniRef90_A0A229I4V0	0	0	0	0.913478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.96816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9669	10.3528	4.02831	1.70798	14.4252	18.132	14.3374	0	0
UniRef90_A0A229I4V2	0	0	0	0.718799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7513	0	0	0.575251	0	0	5.66439	1.30973	0	18.768	2.81217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.3833	19.3096	8.50996	4.63608	28.2295	24.6518	30.2475	0	0
UniRef90_A0A229I4V3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37518	0	0	0	0	0	0.855003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4262	6.36174	1.07096	0.550177	9.98559	3.15232	8.42459	0	0
UniRef90_A0A229I4W0	0	0	0	0.760674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4333	0	0	0	0	0	0.728391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.4308	13.405	4.97927	2.42018	22.4489	23.7669	24.2451	0	0
UniRef90_A0A229I4W3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19047	0	0	0	0	0	0.331741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.2262	5.51166	1.71661	0.539883	12.0474	5.52903	9.80306	0	0
UniRef90_A0A229I4W4	0	0	0	1.27162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0048	0	0	0	0	0	0.930765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.019	19.8371	9.54007	3.03642	21.3657	31.1897	35.659	0	0
UniRef90_A0A229I4W9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04472	0	0	0	0	0	1.53614	0.967433	0	0	1.00406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.466	7.79312	1.46368	0.729666	10.6603	5.11804	11.8747	0	0
UniRef90_A0A229I4X1	0	0	0	0.653311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55412	0	0	0	0	0	0.802169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1768	4.43623	1.21604	0.473647	3.42154	8.28308	10.2093	0	0
UniRef90_A0A229I4X2	0	0	0	0.963423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51084	0	0	0	0	0	0.337615	0	0	0	0.764389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8469	3.93126	1.65851	1.12819	10.8112	18.0444	8.55881	0	0
UniRef90_A0A229I4X5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80186	0	0	0.33916	0	0	7.07678	2.42839	0	10.1606	4.11677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.279	16.0533	7.97222	4.35484	15.5996	9.98181	19.1871	0	0
UniRef90_A0A229I4X9	0	0	0	1.06734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.102	0	0	0	0	0	1.33301	0.583067	0	2.2909	0.834584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.5264	23.6966	7.98015	3.44287	25.3124	31.405	40.969	0	0
UniRef90_A0A229I4Y0	0	0	0	1.04247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.23324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8226	7.20123	3.89701	1.73107	14.4908	17.9241	11.4768	0	0
UniRef90_A0A229I4Y1	0	0	0	0.212538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41081	0	0	0	0	0	1.01492	0	0	0.89363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1	5.54174	2.10356	0.703662	15.1247	11.3037	17.2195	0	0
UniRef90_A0A229I4Y2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.80116	0	0	0.97888	0	0	1.45907	0	0	0.787418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.562	13.4928	4.99651	1.05765	17.9703	24.5327	26.6526	0	0
UniRef90_A0A229I4Y3	0	0	0	1.72503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I4Y5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.04574	0	0	0.302893	0	0	1.94617	1.10742	0	2.16673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6673	15.0274	3.6708	1.61968	18.6814	11.1959	20.5581	0	0
UniRef90_A0A229I4Y6	0	0	0	1.26644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11965	4.91499	2.23945	1.78472	9.96005	15.5348	8.69916	0	0
UniRef90_A0A229I4Y7	0	0	0	0.493409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77469	4.61538	3.80889	1.23478	12.8335	12.6151	8.3932	0	0
UniRef90_A0A229I4Y8	0	0	0	0.385737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75555	0	0	0.450989	0	0	0	0	0	2.66674	1.07751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71089	4.74962	1.46624	1.2961	9.76937	14.8348	6.6315	0	0
UniRef90_A0A229I4Z0	0	0	0	0.787013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I4Z1	0	0	0	1.39957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.56173	0	0	0	0	0	0.261393	0.991343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2068	10.1172	4.62714	1.84583	15.4539	20.0861	17.1691	0	0
UniRef90_A0A229I4Z2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54834	0	0	0	0	0	3.10661	0	0	2.20905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.2796	17.2682	6.00961	1.09189	16.1255	14.6792	21.3418	0	0
UniRef90_A0A229I4Z7	0	0	0	0.804401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1822	0	0	0	0	0	0.361645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80399	4.69893	2.25499	1.49733	11.7023	16.065	6.01177	0	0
UniRef90_A0A229I4Z8	0	0	0	1.25627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76517	0	0	0	0	0	3.32281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1934	12.9291	3.58691	0.909481	4.29137	8.76639	12.591	0	0
UniRef90_A0A229I4Z9	0	0	0	0.804379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5259	7.70963	4.08918	2.14255	13.5682	21.6207	14.107	0	0
UniRef90_A0A229I500	0	0	0	0.918088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94355	0	0	0	0	0	0.667386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3678	5.49596	3.32239	1.61225	9.96802	15.3474	10.1679	0	0
UniRef90_A0A229I502	0	0	0	1.17134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5279	0	0	0	0	0	0.654625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.5506	13.6658	4.9901	2.55485	21.7509	25.9791	25.736	0	0
UniRef90_A0A229I504	0	0	0	1.18601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.896	5.38549	1.55626	1.14753	11.075	5.07285	8.76716	0	0
UniRef90_A0A229I513	0	0	0	0.717044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I518	0	0	0	1.13789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16417	0	0	0	0	0	1.36031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87304	3.86623	1.56196	1.32628	6.66943	11.7602	5.69984	0	0
UniRef90_A0A229I526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07964	7.59554	1.85358	0.812924	12.3393	14.3528	11.5349	0	0
UniRef90_A0A229I529	0	0	0	0.879357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95738	0	0	0	0	0	0.613314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21165	4.5223	1.36627	1.07687	8.11001	13.1404	6.12435	0	0
UniRef90_A0A229I530	0	0	0	0.87063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5178	0	0	0	0	0	1.06821	0	0	4.61158	4.12176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.5261	20.0859	8.37275	2.64664	25.9817	26.6369	33.0608	0	0
UniRef90_A0A229I531	0	0	0	0.578582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A229I532	0	0	0	0.951328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.8729	12.4506	4.2733	1.90804	18.2902	23.0849	19.7239	0	0
UniRef90_A0A229I534	0	0	0	0.894278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75287	0	0	0	0	0	0	0.699002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2096	8.9883	4.5827	1.70778	18.0069	16.5282	15.0189	0	0
UniRef90_A0A229I535	0	0	0	1.18094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89223	4.79608	1.93813	1.61271	9.62127	13.9288	8.24175	0	0
UniRef90_A0A229I537	0	0	0	0.427955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35054	0	0	0	0	0	0.251824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2678	9.28702	4.29907	2.52443	12.7274	18.1944	14.9347	0	0
UniRef90_A0A229I538	0	0	0	0.513291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47071	0	0	0	0	0	1.32789	0	0	0	0.718784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1589	9.99346	4.23711	1.7736	14.5696	17.5539	17.7155	0	0
UniRef90_A0A229I539	0	0	0	0.998183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29741	0	0	0	0	0	0.979939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9414	13.9461	5.15686	2.51398	12.8819	17.6402	15.2021	0	0
UniRef90_A0A229I540	0	0	0	1.27001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75515	0	0	0	0	0	0.474496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.0591	12.0577	4.44785	2.49022	19.5402	21.4141	22.7235	0	0
UniRef90_A0A229I542	0	0	0	1.22289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.37821	0	0	0.593062	0	0	0.746593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7992	9.60115	4.51789	2.1376	14.766	18.0997	15.8591	0	0
UniRef90_A0A229I543	0	0	0	1.18356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2806	5.2899	2.41282	1.25279	10.3645	15.7898	9.15564	0	0
UniRef90_A0A229I549	0	0	0	0.730084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9132	6.20004	3.41473	1.69168	10.9571	14.791	11.991	0	0
UniRef90_A0A229I551	0	0	0	0.789118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9215	0	0	0	0	0	0.458172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0313	6.91755	3.86985	1.57325	13.5726	19.3028	13.8642	0	0
UniRef90_A0A229I555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67292	0	0	0	0	0	1.03595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57654	6.21594	4.13424	1.83308	8.00546	13.0815	6.47232	0	0
UniRef90_A0A229I556	0	0	0	0.969001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66164	0	0	0	0	0	1.57583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.416	11.123	4.45959	1.99551	19.6217	24.6452	21.9258	0	0
UniRef90_A0A229I557	0	0	0	0.894098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8808	0	0	0	0	0	1.75051	0	0	2.79872	1.67908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8441	10.02	4.91131	4.693	24.8586	23.6652	33.0502	0	0
UniRef90_A0A229I559	0	0	0	1.08021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1532	6.94191	3.0194	1.22807	10.8541	16.9049	11.81	0	0
UniRef90_A0A229I560	0	0	0	1.98507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54859	0	0	0	0	0	0.724024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88787	5.72805	3.01129	2.4535	12.5946	16.1169	8.42481	0	0
UniRef90_A0A229I561	0	0	0	0.547011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71606	0	0	0	0	0	0.730174	2.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.3571	6.039	4.31221	0.356354	20.1287	21.4914	14.2515	0	0
UniRef90_A0A229I562	0	0	0	0.85894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.29063	0	0	0	0	0	0.645967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.324	11.3455	3.4521	1.92263	13.5524	15.1559	13.9787	0	0
UniRef90_A0A229I564	0	0	0	1.26168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57325	0	0	4.4671	0	0	4.72713	1.48159	0	5.53474	6.6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6365	16.3363	8.52481	3.50123	14.321	8.919	19.8116	0	0
UniRef90_A0A229I566	0	0	0	0.907222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.18755	0	0	0	0	0	1.28629	0	0	1.44861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.4629	10.4252	2.91497	2.08875	14.3339	20.86	18.0344	0	0
UniRef90_A0A229I567	0	0	0	0.603504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96697	0	0	0	0	0	0	0.247547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44228	5.92655	2.43928	0.709825	8.89926	11.3342	8.17445	0	0
UniRef90_A0A229I568	0	0	0	1.38653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08396	5.05226	2.76681	0.830701	8.62668	16.2439	6.48845	0	0
UniRef90_A0A229I569	0	0	0	0.926836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6247	8.52405	3.3003	1.26583	12.9331	17.4819	13.5289	0	0
UniRef90_A0A229I571	0	0	0	1.31713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37662	3.95566	1.52853	2.1971	9.02902	11.5171	6.87825	0	0
UniRef90_A0A229I572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9016	0	0	0	0	0	2.91522	0	0	4.43136	4.08642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7659	12.5808	6.60929	4.05191	17.5481	18.0553	30.8096	0	0
UniRef90_A0A229I576	0	0	0	1.10115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81549	0	0	0	0	0	0.486473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8873	11.1098	3.83053	1.99695	15.208	20.1014	18.3681	0	0
UniRef90_A0A229I577	0	0	0	0.473111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85637	0	0	0	0	0	0	0	0	2.57579	2.12573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47604	5.04326	4.52315	2.12563	11.0723	15.0596	8.64725	0	0
UniRef90_A0A229I578	0	0	0	2.02508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69631	0	0	0	0	0	0.842497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11103	5.16236	2.57041	1.48884	9.80114	12.5326	10.3941	0	0
UniRef90_A0A229I582	0	0	0	1.81485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.092	0	0	1.57026	0	0	1.24146	0	0	2.47581	3.16951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.5697	18.1831	8.02449	2.21002	19.8649	21.7188	28.9536	0	0
UniRef90_A0A229I583	0	0	0	0.24129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.93321	0	0	0	0	0	2.18635	0	0	1.088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8316	13.3862	5.30321	1.79311	17.4928	25.496	24.3621	0	0
UniRef90_A0A229I584	0	0	0	0.720582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14479	0	0	0	0	0	0.207335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.34912	5.50939	2.65847	3.05509	8.68736	16.2038	6.47542	0	0
